point
0101000020E610000000287FB9D17D52C0A39417C8C15D4440
0101000020E610000000287F29347E52C09129132D095E4440
0101000020E6100000406876BD3F7E52C07643A7F8315E4440
0101000020E6100000983D09DCD67F52C07377BFB28A5D4440
0101000020E6100000B6F5D37FD67F52C0834F73F222594440
0101000020E61000003EEAAF57587E52C014AE47E17A604440
0101000020E610000058552FBFD37E52C05053CBD6FA5C4440
0101000020E61000005BEA20AF077B52C08ECEF9298E634440
0101000020E6100000C6C210397D6E52C0236B0DA5F65E4440
0101000020E6100000F52F49658A7C52C06859F78F85644440
0101000020E6100000CAE02879757F52C0705CC64D0D564440
0101000020E6100000687A89B14C7F52C069C9E369F95B4440
0101000020E61000002D5C5661337F52C0F4BF5C8B165A4440
0101000020E6100000EE7BD45FAF7B52C0187AC4E8B9614440
0101000020E6100000A4E194B9F97E52C0DD28B2D650644440
0101000020E610000049D8B793887D52C0D6390664AF534440
0101000020E6100000C79C67EC4B8052C0B950F9D7F25E4440
0101000020E610000057B08D78B27E52C0658C0FB397594440
0101000020E61000009E42AED4B37D52C08010C99063674440
0101000020E6100000982F2FC03E7D52C00667F0F78B594440
0101000020E61000009AB51490F67E52C0EB1B98DC285C4440
0101000020E610000091459A78078452C0852348A5D84D4440
0101000020E6100000C93B8732547D52C0C4B5DAC35E684440
0101000020E610000045D95BCAF97A52C06F83DA6FED6A4440
0101000020E61000004BE82E89B37C52C0BD0166BE835D4440
0101000020E6100000C823B891B27552C08FFF0241805C4440
0101000020E6100000D2E28C614E8052C0B22C98F8A35E4440
0101000020E6100000158BDF14567B52C02D0ABB287A624440
0101000020E61000002C0E677E357F52C083C13577F4614440
0101000020E61000002670EB6E9E7C52C08C65FA25E25B4440
0101000020E6100000672B2FF99F7A52C034BA83D8995A4440
0101000020E61000009949D40B3E8052C0BDE13E726B604440
0101000020E610000014252191B67E52C048DE3994A1544440
0101000020E6100000F0F8F6AE417B52C00377A04E795C4440
0101000020E6100000C9B08A37327B52C09335EA211A614440
0101000020E610000040A4DFBE0E8052C06B9A779CA25F4440
0101000020E61000005B7A34D5937D52C0B5C6A01342614440
0101000020E61000001711C5E40D7D52C0BD55D7A19A624440
0101000020E6100000AB3E575BB17D52C0EC89AE0B3F624440
0101000020E6100000B22E6EA3017F52C013286211C3624440
0101000020E6100000A75A0BB3D07152C0B685E7A5625B4440
0101000020E6100000849B8C2AC37F52C07022FAB5F55B4440
0101000020E6100000A164726A677F52C070B54E5C8E554440
0101000020E6100000BD732843557D52C0B2F4A10BEA5D4440
0101000020E6100000CC423BA7597A52C076FC1708024E4440
0101000020E61000007F30F0DC7B7E52C0F1457BBC90644440
0101000020E61000005D1ABFF04A7F52C0B69F8CF161584440
0101000020E610000077BE9F1A2F8052C0E690D442C95C4440
0101000020E6100000CFF8BEB8548052C0BEC11726535B4440
0101000020E6100000297B4B395F7B52C0D447E00F3F5F4440
0101000020E6100000261DE560367C52C0B89388F02F684440
0101000020E6100000AE4676A5657F52C0B7D4415E0F624440
0101000020E6100000996725ADF87E52C00952297634624440
0101000020E6100000E789E76C017752C0BF60376C5B6C4440
0101000020E61000006494675E0E7B52C09C6ED921FE6B4440
0101000020E6100000AF44A0FA077C52C08505F7031E624440
0101000020E6100000BF61A2410A7C52C0C79FA86C58574440
0101000020E6100000969526A5A08052C0575D876A4A604440
0101000020E610000085CD0017647C52C05A677C5F5C624440
0101000020E6100000834D9D47C57F52C065E3C116BB574440
0101000020E6100000ACC43C2B697F52C0C0ED0912DB574440
0101000020E6100000AED7F4A0A08652C014E7A8A3E34E4440
0101000020E6100000DC9C4A06807F52C03D44A33B88594440
0101000020E6100000DF6A9DB81C7C52C0F1F09E03CB6B4440
0101000020E6100000CD1FD3DA347E52C04A9A3FA6B5614440
0101000020E6100000C26C020CCB7E52C0F817416326614440
0101000020E610000082548A1D8D7852C093E2E313B25F4440
0101000020E6100000A3073E062B7F52C038691A14CD614440
0101000020E6100000B7F0BC546C7F52C01650A8A78F604440
0101000020E610000076E107E7537C52C0D8F4A0A014674440
0101000020E610000040FA264D837D52C010AE80423D674440
0101000020E6100000E9263108AC7E52C059C4B0C3985C4440
0101000020E6100000077C7E18217F52C02E008DD2A5554440
0101000020E6100000ED48F59D5F8052C0118DEE20765C4440
0101000020E6100000622D3E05C07C52C0E8A562635E5B4440
0101000020E6100000B4AF3C484F7D52C0E0F3C308E1554440
0101000020E6100000E86C01A1F57C52C0AF25E4839E634440
0101000020E6100000228B34F10E7D52C089EDEE01BA574440
