ZONE_,STATION,LINE,TYPE,STATE,KEY_,LABEL,LAT,LONG
,Wissahickon Transportation Center,SEPTA,SEPTA Transportation Center,PA,,Wissahickon Transportation Center,40.01492833810,-75.20742139890
,Darby Transportation Center,SEPTA,SEPTA Transportation Center,PA,,Darby Transportation Center,39.91917602640,-75.26239699080
,Parkside Bus Loop,SEPTA,SEPTA Transportation Center,PA,,Parkside Bus Loop,39.97883115530,-75.21670575940
